ENSG	Gene	NumTypesSig	Types
ENSG00000100567.11	PSMA3	12	BRCA CESC COAD GBM HNSC LUSC OV PRAD STAD THCA UCEC UCS
ENSG00000105202.6	FBL	12	BLCA BRCA CESC COAD DLBC HNSC LGG PAAD PRAD THCA THYM UCS
ENSG00000228265.4	NA	12	GBM HNSC KIRC LIHC MESO OV PRAD SARC SKCM STAD THYM UCEC
ENSG00000267475.1	AC008736.2	12	BRCA CESC DLBC HNSC KIRP LGG PRAD SARC SKCM TGCT THYM UCEC
ENSG00000126106.12	TMEM53	12	BRCA COAD HNSC LGG LIHC LUAD PRAD READ SARC SKCM TGCT THCA
ENSG00000117091.8	CD48	12	ACC BLCA BRCA COAD DLBC GBM LGG LUAD LUSC OV SARC UCEC
ENSG00000238000.1	AC116347.1	12	BLCA BRCA CESC COAD DLBC HNSC LUSC OV READ SARC UCEC UCS
ENSG00000185721.10	DRG1	12	BRCA COAD DLBC GBM HNSC KIRC LUAD LUSC OV PRAD THYM UCEC
ENSG00000267321.1	SNHG30	12	BRCA COAD GBM HNSC KIRP LGG MESO OV PRAD READ THYM UCEC
ENSG00000261431.1	AL023803.1	12	BLCA GBM KIRC KIRP LGG LIHC OV PRAD SARC SKCM THYM UCEC
ENSG00000166592.10	RRAD	12	ACC BLCA BRCA CESC HNSC LGG LUAD PCPG PRAD TGCT THCA UCEC
ENSG00000272829.1	AC002470.1	12	BRCA GBM HNSC KIRP LGG LUAD OV PRAD SKCM THCA THYM UCEC
ENSG00000171984.13	SHLD1	12	COAD DLBC GBM HNSC KIRC LUAD LUSC PRAD READ TGCT THYM UCEC
ENSG00000100526.18	CDKN3	12	BRCA CESC COAD HNSC KIRC LAML LUSC OV SKCM STAD THYM UCS
ENSG00000163221.8	S100A12	12	BRCA COAD GBM HNSC LAML LUAD LUSC OV SKCM STAD TGCT THYM
ENSG00000116030.15	SUMO1	12	BRCA CESC GBM HNSC KIRC LAML LGG LUAD LUSC OV PRAD THCA
ENSG00000197520.9	FAM177B	12	BLCA CESC DLBC GBM KIRP LGG LIHC OV SARC SKCM STAD UCEC
ENSG00000223865.9	HLA-DPB1	12	ACC BLCA BRCA CESC DLBC GBM LGG OV PRAD SARC THCA UCEC
ENSG00000178776.4	C5orf46	12	BLCA BRCA ESCA GBM HNSC LUSC MESO OV PAAD PRAD SKCM STAD
ENSG00000260136.4	AC008915.2	12	COAD GBM KIRC KIRP LGG LIHC LUAD MESO PRAD SARC TGCT UCEC
ENSG00000218208.1	RPS27AP11	12	CESC COAD DLBC ESCA GBM HNSC LAML LUAD OV READ STAD THYM
ENSG00000124102.4	PI3	12	BRCA COAD DLBC HNSC KIRC LGG LUSC OV PAAD SARC STAD TGCT
ENSG00000158792.14	SPATA2L	12	BRCA COAD DLBC HNSC MESO PRAD READ SARC TGCT THCA THYM UCEC
ENSG00000184209.14	SNRNP35	12	BRCA CESC DLBC HNSC LGG LIHC PCPG PRAD SKCM THCA THYM UCEC
ENSG00000171840.10	NINJ2	12	ACC BLCA BRCA COAD GBM LGG LIHC SARC SKCM TGCT THCA THYM
ENSG00000221916.3	C19orf73	12	BRCA COAD HNSC LGG LIHC MESO OV PRAD READ STAD UCEC UCS
ENSG00000090971.4	NAT14	12	BLCA BRCA CESC DLBC HNSC KIRC LGG PRAD TGCT THCA THYM UCEC
ENSG00000228594.3	FNDC10	12	BRCA CHOL DLBC HNSC KICH KIRC LGG PRAD SARC THCA THYM UCEC
ENSG00000272660.1	AC090425.1	12	ACC BRCA CESC HNSC LGG MESO PCPG PRAD SARC THCA THYM UCEC
ENSG00000005059.14	MCUB	12	BLCA CESC COAD GBM HNSC LGG LUAD LUSC OV SARC SKCM TGCT
ENSG00000126698.9	DNAJC8	12	BLCA BRCA COAD GBM HNSC LAML LUAD LUSC OV PRAD SARC TGCT
ENSG00000247774.5	PCED1B-AS1	12	ACC BLCA BRCA CESC DLBC GBM LGG OV PCPG SARC THCA THYM
ENSG00000186891.12	TNFRSF18	12	ACC BLCA BRCA MESO PCPG PRAD SARC SKCM TGCT THCA THYM UCEC
ENSG00000138777.18	PPA2	12	COAD GBM HNSC KIRP LAML LGG LUAD LUSC OV STAD THCA THYM
ENSG00000275441.1	AC020765.2	12	BRCA COAD GBM KIRP LGG MESO OV PRAD READ THCA THYM UCEC
ENSG00000162444.11	RBP7	12	BLCA BRCA GBM KIRP LGG LIHC LUAD PCPG PRAD SARC TGCT THCA
ENSG00000142046.13	TMEM91	12	DLBC HNSC LGG MESO PCPG PRAD SARC SKCM TGCT THCA THYM UCEC
ENSG00000226950.5	DANCR	12	BRCA COAD GBM KICH KIRC KIRP OV PRAD READ STAD THCA THYM
ENSG00000272644.1	AC097468.3	12	BRCA CESC HNSC KIRC KIRP LIHC PCPG PRAD SARC STAD THYM UCEC
ENSG00000229117.7	RPL41	12	CESC DLBC GBM HNSC LAML LUAD LUSC OV PRAD THCA THYM UCEC
ENSG00000087076.7	HSD17B14	12	BRCA DLBC KICH KIRC KIRP LGG OV PRAD SARC SKCM TGCT THCA
ENSG00000093010.10	COMT	12	BRCA COAD KIRC LGG LUAD MESO PCPG PRAD READ SARC TGCT THCA
ENSG00000242960.1	FTH1P23	12	BLCA BRCA CESC ESCA GBM HNSC KIRP LAML LGG SARC STAD THCA
ENSG00000187556.7	NANOS3	12	BLCA BRCA GBM HNSC LGG LUAD OV READ THCA THYM UCEC UCS
ENSG00000102970.9	CCL17	12	ACC BRCA COAD LGG LUAD PRAD READ SARC TGCT THCA THYM UCEC
ENSG00000186654.19	PRR5	12	BRCA CESC HNSC KIRP LGG LIHC PRAD READ SARC THCA THYM UCEC
ENSG00000275964.1	AL355001.2	11	BRCA COAD GBM LGG LUAD OV PRAD READ TGCT THCA THYM
ENSG00000181991.14	MRPS11	11	BRCA COAD DLBC GBM HNSC KIRC KIRP LUAD OV PRAD THYM
ENSG00000103245.12	CIAO3	11	DLBC HNSC KIRC KIRP LGG MESO PRAD TGCT THCA THYM UCEC
ENSG00000117308.13	GALE	11	BRCA COAD HNSC KIRC LUSC PRAD SARC TGCT THCA UCEC UCS
ENSG00000233223.2	AC016876.1	11	BLCA BRCA CESC GBM PCPG PRAD SKCM TGCT THCA THYM UCEC
ENSG00000186832.7	KRT16	11	BLCA BRCA CESC DLBC HNSC LGG LUAD LUSC PAAD PRAD TGCT
ENSG00000144741.16	SLC25A26	11	BLCA COAD DLBC GBM HNSC LUAD LUSC MESO PRAD SARC THYM
ENSG00000116251.8	RPL22	11	BRCA CESC DLBC HNSC LAML OV PRAD STAD THCA THYM UCEC
ENSG00000204287.12	HLA-DRA	11	ACC BLCA COAD GBM LGG LUAD LUSC OV SARC THCA UCEC
ENSG00000105248.14	YJU2	11	BRCA CESC DLBC HNSC MESO PCPG PRAD SKCM THCA THYM UCEC
ENSG00000076043.8	REXO2	11	BLCA BRCA COAD GBM HNSC LGG LUAD LUSC OV STAD TGCT
ENSG00000173267.12	SNCG	11	BRCA CESC DLBC HNSC LGG LIHC PCPG PRAD TGCT THCA UCEC
ENSG00000233328.3	PFN1P1	11	BLCA CESC COAD ESCA GBM HNSC LAML OV READ SARC STAD
ENSG00000102981.8	PARD6A	11	COAD GBM KIRC KIRP LGG LUAD OV PRAD READ THCA THYM
ENSG00000101246.18	ARFRP1	11	BLCA DLBC HNSC LGG MESO PAAD PRAD SARC TGCT THCA THYM
ENSG00000243680.1	RPL37P23	11	COAD DLBC ESCA GBM LAML LUSC OV READ STAD THYM UCEC
ENSG00000178718.6	RPP25	11	BRCA CESC COAD KIRP LGG PAAD PRAD SARC THCA THYM UCEC
ENSG00000138629.14	UBL7	11	BLCA BRCA CESC DLBC KIRC KIRP LGG MESO PRAD THCA THYM
ENSG00000067221.12	STOML1	11	BLCA BRCA CESC DLBC KIRC LGG LUAD PRAD READ THYM UCEC
ENSG00000137880.5	GCHFR	11	DLBC GBM KIRC KIRP LIHC LUAD PRAD TGCT THCA THYM UCEC
ENSG00000081692.11	JMJD4	11	BLCA BRCA CESC DLBC KIRC LGG LUAD PRAD TGCT THYM UCEC
ENSG00000115590.12	IL1R2	11	BLCA BRCA GBM LUSC MESO PAAD PCPG SARC SKCM THYM UCEC
ENSG00000132581.8	SDF2	11	COAD DLBC GBM HNSC LUAD LUSC PRAD READ SARC TGCT THCA
ENSG00000115129.12	TP53I3	11	BRCA DLBC HNSC KICH KIRP LUAD READ TGCT THCA THYM UCEC
ENSG00000204261.7	PSMB8-AS1	11	BLCA BRCA GBM KICH LGG OV PCPG SARC SKCM THCA UCEC
ENSG00000219200.9	RNASEK	11	BLCA BRCA ESCA GBM HNSC LGG PRAD SARC SKCM STAD THCA
ENSG00000185347.16	TEDC1	11	BLCA BRCA DLBC HNSC PAAD PRAD SARC THCA THYM UCEC UCS
ENSG00000180089.5	TMEM86B	11	BRCA CESC DLBC HNSC LGG PCPG SARC TGCT THCA THYM UCEC
ENSG00000281383.1	FP671120.5	11	BRCA CESC COAD DLBC GBM KIRC LIHC LUAD LUSC PRAD THCA
ENSG00000108641.13	B9D1	11	BLCA COAD GBM HNSC LUSC OV PRAD READ SKCM TGCT UCEC
ENSG00000203644.3	AC083799.1	11	BRCA CESC KIRC LAML LGG PCPG SARC STAD THCA THYM UCEC
ENSG00000234782.3	TPT1P9	11	BRCA COAD ESCA GBM KIRC LAML LUAD LUSC OV READ STAD
ENSG00000123685.7	BATF3	11	ACC BLCA BRCA CESC COAD LGG PCPG PRAD THCA THYM UCEC
ENSG00000261353.1	NA	11	ACC BRCA HNSC LAML LGG OV PRAD SARC STAD TGCT THCA
ENSG00000224259.4	LINC01133	11	BRCA CESC COAD LAML OV PAAD PRAD READ SARC STAD TGCT
ENSG00000176485.9	PLAAT3	11	BLCA KIRC LGG LIHC LUAD PRAD SKCM STAD TGCT THCA UCEC
ENSG00000168938.5	PPIC	11	BRCA KIRC LAML LGG LUAD LUSC PAAD PCPG PRAD SARC TGCT
ENSG00000176919.10	C8G	11	BRCA CESC COAD HNSC KIRP LIHC SARC SKCM THCA THYM UCEC
ENSG00000171174.12	RBKS	11	COAD GBM HNSC KIRC LAML LGG LIHC LUAD LUSC READ SARC
ENSG00000189129.12	PLAC9	11	BLCA DLBC GBM LGG LIHC PCPG PRAD SARC TGCT THCA THYM
ENSG00000214748.2	AL355309.1	11	BLCA CESC COAD DLBC GBM KIRC OV READ TGCT THYM UCEC
ENSG00000125910.5	S1PR4	11	ACC BLCA BRCA COAD PCPG PRAD READ SARC THCA THYM UCEC
ENSG00000100558.7	PLEK2	11	BRCA COAD GBM HNSC LUAD LUSC PAAD PCPG SARC TGCT UCEC
ENSG00000187984.11	ANKRD19P	11	BRCA CESC HNSC KIRP LGG PCPG SARC STAD THCA THYM UCEC
ENSG00000175592.7	FOSL1	11	BLCA BRCA CESC ESCA PAAD PCPG PRAD SARC TGCT THYM UCS
ENSG00000241741.1	RPL7AP30	11	CESC COAD DLBC ESCA GBM HNSC LUAD OV PRAD READ STAD
ENSG00000239911.2	PRKAG2-AS1	11	BLCA BRCA COAD GBM KIRC KIRP LAML LIHC OV PRAD UCEC
ENSG00000176170.12	SPHK1	11	BLCA BRCA DLBC HNSC LGG LUAD PAAD PRAD SARC TGCT THCA
ENSG00000097021.18	ACOT7	11	BLCA BRCA COAD HNSC KIRC PRAD SARC SKCM THCA THYM UCS
ENSG00000116459.9	ATP5PB	11	COAD DLBC GBM HNSC KIRP LAML LGG LUAD LUSC OV TGCT
ENSG00000170222.11	ADPRM	11	BLCA CESC COAD GBM HNSC LUAD MESO PRAD STAD TGCT UCEC
ENSG00000234964.4	FABP5P7	11	BRCA CESC ESCA GBM HNSC LUSC PRAD SKCM STAD TGCT THYM
ENSG00000130429.11	ARPC1B	11	BLCA BRCA CESC DLBC LGG LUAD PAAD PRAD SARC THCA THYM
ENSG00000224805.2	LINC00853	11	BRCA GBM KIRC KIRP LIHC LUAD OV PRAD SKCM THCA UCEC
ENSG00000108561.7	C1QBP	11	BRCA COAD GBM HNSC KIRC KIRP LUAD LUSC OV READ THYM
ENSG00000183734.4	ASCL2	11	BRCA CESC COAD HNSC MESO PCPG READ SARC SKCM TGCT UCEC
ENSG00000181610.11	MRPS23	11	COAD DLBC GBM HNSC KIRC KIRP LUAD LUSC OV PRAD READ
ENSG00000163815.5	CLEC3B	11	BLCA GBM KIRP LGG LIHC PCPG PRAD SARC TGCT THYM UCEC
ENSG00000261652.2	C15orf65	11	COAD GBM KIRC LGG LUAD LUSC OV SKCM STAD THCA UCEC
ENSG00000099860.7	GADD45B	11	BLCA BRCA CESC HNSC LGG PCPG PRAD SARC SKCM TGCT UCEC
ENSG00000130305.15	NSUN5	11	BLCA BRCA CESC DLBC HNSC LGG PAAD PRAD SARC THCA THYM
ENSG00000137714.2	FDX1	11	BRCA COAD DLBC GBM KIRP LGG LUAD LUSC OV SARC TGCT
ENSG00000232453.4	AC105277.1	11	BLCA GBM HNSC KIRC LGG LUAD MESO PRAD SARC SKCM THYM
ENSG00000106565.16	TMEM176B	11	BLCA BRCA COAD GBM KIRC KIRP LGG LIHC LUSC READ SARC
ENSG00000226742.3	HSBP1L1	11	BRCA COAD HNSC KICH LGG OV PRAD STAD TGCT THCA UCEC
ENSG00000265452.1	MIR3682	11	ACC BRCA GBM HNSC KICH LGG PCPG PRAD TGCT THCA UCEC
ENSG00000185420.17	SMYD3	11	BLCA BRCA CESC DLBC GBM HNSC KIRP LGG MESO PAAD THYM
ENSG00000171703.15	TCEA2	11	BLCA BRCA DLBC HNSC LGG LIHC PRAD TGCT THCA THYM UCEC
ENSG00000198171.11	DDRGK1	11	BRCA DLBC HNSC LGG LIHC MESO PRAD TGCT THCA THYM UCS
ENSG00000267390.1	AC036176.1	11	BLCA BRCA GBM LGG LIHC LUAD PRAD SARC THCA THYM UCEC
ENSG00000131188.10	PRR7	11	BRCA COAD HNSC KIRC KIRP LGG LUAD PRAD READ THCA THYM
ENSG00000137806.7	NDUFAF1	11	COAD GBM HNSC KIRC KIRP LAML LGG LIHC LUAD PRAD UCEC
ENSG00000198858.8	R3HDM4	11	BRCA CESC HNSC KIRC PCPG PRAD SARC TGCT THCA THYM UCEC
ENSG00000237729.2	AC002075.2	11	CESC COAD DLBC ESCA GBM HNSC LAML LUAD OV READ STAD
ENSG00000213339.7	QTRT1	11	BLCA BRCA HNSC LGG PRAD READ SKCM TGCT THCA THYM UCEC
ENSG00000214087.7	ARL16	11	BRCA COAD DLBC GBM HNSC PRAD READ TGCT THCA THYM UCEC
ENSG00000070010.17	UFD1	11	BRCA CHOL COAD GBM HNSC LUAD LUSC OV PAAD READ THYM
ENSG00000188820.11	CALHM6	11	BLCA BRCA CESC COAD GBM LGG LUAD LUSC OV SARC THCA
ENSG00000163132.6	MSX1	11	BLCA BRCA COAD KIRP LGG PCPG PRAD TGCT THCA THYM UCEC
ENSG00000217130.1	AL139100.1	11	COAD DLBC ESCA GBM HNSC LAML LUAD LUSC OV READ STAD
ENSG00000231414.1	AC016700.2	11	CESC DLBC ESCA GBM KIRC LAML LUAD LUSC OV STAD UCEC
ENSG00000170855.3	TRIAP1	11	BRCA COAD GBM HNSC KIRC LAML LUAD LUSC PRAD THCA UCEC
ENSG00000253626.3	EIF5AL1	11	BLCA BRCA CESC COAD HNSC KIRP PRAD SARC TGCT THYM UCEC
ENSG00000261183.4	SPINT1-AS1	11	BRCA CESC COAD HNSC KIRC OV PRAD READ STAD THCA UCEC
ENSG00000211592.5	IGKC	11	ACC BLCA BRCA GBM KIRC LGG LUSC PCPG SARC THCA UCEC
ENSG00000232888.4	RPS11P5	11	CESC COAD DLBC GBM HNSC OV PRAD READ STAD THCA THYM
ENSG00000165886.4	UBTD1	11	BLCA BRCA HNSC KICH KIRC LGG PAAD PRAD READ SARC THCA
ENSG00000227507.2	LTB	11	ACC BLCA BRCA DLBC LGG OV PCPG SARC THCA THYM UCEC
ENSG00000272338.2	AC067838.1	11	BRCA CESC HNSC LGG PCPG SKCM STAD TGCT THCA THYM UCEC
ENSG00000119431.8	HDHD3	11	BRCA COAD GBM HNSC KIRP LGG PRAD READ TGCT THCA THYM
ENSG00000205361.7	MT1DP	11	BLCA GBM HNSC KIRC LGG LIHC LUAD MESO OV PRAD SKCM
ENSG00000264920.1	AC018521.5	11	BRCA GBM HNSC LGG LIHC LUAD OV PRAD SKCM TGCT THYM
ENSG00000261040.5	WFDC21P	11	BRCA CESC KIRC LUAD LUSC MESO PRAD SARC STAD TGCT THYM
ENSG00000220472.1	AL139095.2	11	BLCA CESC COAD DLBC ESCA GBM HNSC LAML LUSC OV READ
ENSG00000179344.15	HLA-DQB1	11	ACC BLCA BRCA CESC COAD KICH LGG READ SARC THCA UCEC
ENSG00000118418.13	HMGN3	11	BRCA CESC HNSC LGG OV PCPG PRAD STAD TGCT THCA UCEC
ENSG00000176956.11	LY6H	11	ACC BLCA BRCA DLBC HNSC LGG PRAD SKCM TGCT THCA THYM
ENSG00000142748.11	FCN3	11	BLCA BRCA GBM KICH KIRP PCPG SARC SKCM TGCT THCA UCEC
ENSG00000179965.10	ZNF771	11	BRCA COAD DLBC KIRP LGG OV PRAD READ TGCT THCA THYM
ENSG00000167543.14	TP53I13	11	BLCA BRCA COAD HNSC KIRC LGG PCPG PRAD READ SARC THYM
ENSG00000116661.9	FBXO2	11	BLCA CESC HNSC KIRC LGG LUAD PRAD SKCM TGCT THCA THYM
ENSG00000169750.7	RAC3	11	BRCA CHOL COAD HNSC KIRC KIRP LUAD OV PRAD THCA THYM
ENSG00000163319.9	MRPS18C	11	BRCA CESC COAD GBM HNSC KIRP LGG LUAD OV TGCT THCA
ENSG00000148688.12	RPP30	11	BLCA BRCA CESC COAD GBM HNSC LUSC OV THCA THYM UCEC
ENSG00000014641.16	MDH1	11	BRCA COAD GBM KIRC KIRP LAML LGG LUAD LUSC OV THCA
ENSG00000221539.1	SNORD99	11	BRCA HNSC LGG PRAD SARC SKCM STAD TGCT THCA THYM UCEC
ENSG00000170315.12	UBB	11	BRCA GBM HNSC LGG LIHC LUAD LUSC MESO OV PRAD SARC
ENSG00000116863.10	ADPRHL2	11	BRCA COAD HNSC KIRC KIRP LGG LUAD PRAD SARC THCA THYM
ENSG00000235034.5	C19orf81	11	HNSC KIRC KIRP LGG MESO OV PCPG PRAD SKCM TGCT UCEC
ENSG00000110651.10	CD81	11	BLCA BRCA CHOL COAD DLBC HNSC LGG PRAD READ SARC THCA
ENSG00000169727.11	GPS1	11	BLCA BRCA COAD DLBC HNSC KIRC LGG PRAD READ THCA THYM
ENSG00000137547.7	MRPL15	11	BRCA COAD GBM HNSC KIRC KIRP LUAD LUSC OV STAD THCA
ENSG00000128951.12	DUT	11	BRCA CESC COAD GBM HNSC LAML LGG LUAD OV THCA THYM
ENSG00000159720.10	ATP6V0D1	11	BLCA COAD HNSC KIRP LUSC MESO PRAD READ SARC TGCT THYM
ENSG00000153048.9	CARHSP1	11	BLCA BRCA CESC DLBC ESCA HNSC KIRC LUAD PRAD THCA THYM
ENSG00000227540.1	AC016394.1	11	BRCA COAD GBM HNSC LGG LUSC OV PRAD READ STAD THYM
ENSG00000174915.10	PTDSS2	11	BLCA COAD DLBC HNSC KIRC LGG PRAD READ SARC TGCT UCS
ENSG00000007376.6	RPUSD1	11	BRCA COAD HNSC KIRC KIRP PRAD READ SARC TGCT THCA THYM
ENSG00000180822.10	PSMG4	11	BLCA BRCA CESC HNSC KICH KIRP MESO PRAD TGCT THCA THYM
ENSG00000171476.20	HOPX	11	ACC COAD DLBC GBM LGG LUAD LUSC PCPG READ STAD TGCT
ENSG00000233913.7	RPL10P9	11	BRCA CESC ESCA GBM HNSC LUAD LUSC OV PRAD STAD UCEC
ENSG00000203950.6	RTL8A	11	BRCA KIRC LGG MESO OV PAAD PRAD READ STAD TGCT THCA
ENSG00000108784.8	NAGLU	11	BLCA COAD DLBC KIRP LGG LUAD PRAD READ SARC TGCT UCEC
ENSG00000124802.10	EEF1E1	11	BRCA GBM HNSC KIRC LAML LGG OV PRAD STAD THCA UCEC
ENSG00000237973.1	MTCO1P12	11	BRCA KICH KIRC KIRP LAML LGG PCPG SKCM STAD THCA UVM
ENSG00000198763.3	MT-ND2	11	BRCA KIRC KIRP LAML LGG PCPG PRAD SKCM STAD THCA UVM
ENSG00000181061.12	HIGD1A	11	COAD GBM HNSC LAML LGG LUAD LUSC OV PRAD STAD TGCT
ENSG00000160194.16	NDUFV3	11	BRCA COAD GBM HNSC KIRP LGG PRAD TGCT THYM UCEC UCS
ENSG00000205763.12	RP9P	11	BLCA BRCA CESC HNSC PCPG PRAD SKCM STAD TGCT THCA UCEC
ENSG00000179632.8	MAF1	11	BLCA BRCA COAD HNSC KIRC LGG PRAD READ SARC THCA THYM
ENSG00000224594.2	RPL29P19	11	BLCA BRCA CESC ESCA HNSC LUAD PCPG SARC STAD TGCT UCEC
ENSG00000077984.5	CST7	11	ACC BLCA BRCA CESC GBM LUAD OV SARC SKCM THCA THYM
ENSG00000226580.1	RPL39P40	11	BRCA COAD GBM HNSC KIRC LGG LUSC OV READ STAD THCA
ENSG00000260778.3	AC009065.4	11	BRCA HNSC KICH KIRP LGG PRAD SARC SKCM THCA THYM UCEC
ENSG00000217027.1	TPT1P4	11	CESC COAD ESCA GBM KIRC LAML LUAD LUSC OV READ STAD
ENSG00000228981.3	AC097658.1	11	BRCA CESC COAD ESCA HNSC KIRC LGG LUSC READ THCA THYM
ENSG00000214975.4	PPIAP29	11	BRCA CESC GBM HNSC KIRP LGG LUAD OV PRAD STAD THCA
ENSG00000205559.3	CHKB-DT	11	BRCA CESC ESCA HNSC LUAD OV READ SARC SKCM UCEC UCS
ENSG00000114115.8	RBP1	11	BLCA BRCA CESC DLBC GBM HNSC LGG LUAD PRAD TGCT THCA
ENSG00000143933.15	CALM2	11	BRCA COAD GBM HNSC KIRC LAML LGG LUAD LUSC OV STAD
ENSG00000134597.12	RBMX2	11	BRCA CESC DLBC KIRC LAML LUAD OV PRAD STAD THCA UCEC
ENSG00000237676.1	RPL30P4	11	BLCA CESC COAD ESCA GBM LAML LUSC OV READ STAD THYM
ENSG00000132329.9	RAMP1	11	BLCA DLBC GBM HNSC LGG LIHC MESO PRAD SKCM TGCT THCA
ENSG00000278611.1	ZNF426-DT	11	BRCA GBM LGG LUAD MESO OV PCPG PRAD SKCM THCA UCEC
ENSG00000167900.10	TK1	11	BLCA BRCA CESC COAD KIRC OV PAAD SARC TGCT THCA THYM
ENSG00000197785.12	ATAD3A	11	BLCA BRCA HNSC KIRP LGG PAAD PRAD SARC THCA THYM UCS
ENSG00000131148.7	EMC8	11	BRCA CHOL COAD HNSC LGG MESO PRAD READ SARC TGCT THYM
ENSG00000116663.9	FBXO6	11	BRCA COAD GBM KIRC LGG LUAD LUSC PRAD READ SKCM THCA
ENSG00000247134.5	AC090204.1	11	BLCA BRCA GBM KIRC LUAD OV PAAD SARC STAD THCA UCEC
ENSG00000136950.12	ARPC5L	11	BLCA BRCA CESC COAD HNSC LGG PRAD SARC THCA THYM UCEC
ENSG00000105672.13	ETV2	11	BLCA CESC COAD LIHC MESO OV PRAD SARC SKCM UCEC UVM
ENSG00000011422.10	PLAUR	11	BLCA BRCA CESC LGG LUAD LUSC PAAD PCPG SARC SKCM TGCT
ENSG00000182512.4	GLRX5	11	BLCA BRCA COAD HNSC LAML OV PRAD SARC STAD THCA THYM
ENSG00000131871.13	SELENOS	11	BRCA COAD GBM HNSC LAML LGG LUAD LUSC PRAD SARC UCEC
ENSG00000164346.8	NSA2	11	CESC GBM HNSC LAML LUAD LUSC OV STAD TGCT THCA UCEC
ENSG00000175606.9	TMEM70	11	BRCA COAD GBM HNSC KIRC LAML LUAD LUSC OV STAD THCA
ENSG00000131435.11	PDLIM4	11	BLCA BRCA CESC DLBC HNSC LGG LUAD PCPG PRAD TGCT THCA
ENSG00000198886.2	MT-ND4	11	KICH KIRC KIRP LAML LGG PCPG PRAD SKCM STAD THCA UVM
ENSG00000218891.4	ZNF579	11	BRCA DLBC HNSC LGG PCPG PRAD READ TGCT THCA THYM UCEC
ENSG00000184164.13	CRELD2	11	BLCA BRCA COAD HNSC LGG PAAD PRAD SARC SKCM THYM UCEC
ENSG00000114388.11	NPRL2	11	COAD HNSC LGG LUAD OV PRAD READ TGCT THCA THYM UCEC
ENSG00000069509.5	FUNDC1	11	COAD GBM HNSC KIRC LAML LGG LUAD OV PRAD STAD UCEC
ENSG00000175390.11	EIF3F	11	BLCA BRCA CESC COAD DLBC HNSC LUAD PRAD READ THCA THYM
ENSG00000160972.8	PPP1R16A	11	BRCA COAD HNSC KIRC KIRP LGG LIHC PRAD READ TGCT THYM
ENSG00000167996.14	FTH1	11	BRCA GBM LGG LUAD LUSC OV PAAD READ SARC TGCT THCA
ENSG00000196531.9	NACA	11	BRCA CESC ESCA GBM HNSC KIRC OV PRAD STAD THCA UCEC
ENSG00000109854.12	HTATIP2	11	BRCA COAD GBM KIRC KIRP LGG LUAD LUSC OV SARC TGCT
ENSG00000168961.15	LGALS9	10	ACC BRCA CESC LGG PCPG PRAD SARC THCA THYM UCEC
ENSG00000164972.11	C9orf24	10	BRCA COAD KIRP LGG LUAD MESO PRAD READ STAD THYM
ENSG00000215021.7	PHB2	10	BRCA COAD GBM KIRC LUAD LUSC OV READ THCA THYM
ENSG00000173418.10	NAA20	10	COAD ESCA GBM HNSC KIRC LAML LUAD LUSC OV TGCT
ENSG00000109610.5	SOD3	10	BLCA BRCA COAD LGG LUAD PCPG PRAD READ TGCT THYM
ENSG00000178821.11	TMEM52	10	BRCA COAD OV PAAD PRAD READ SKCM TGCT THYM UCEC
ENSG00000157020.16	SEC13	10	BLCA BRCA COAD GBM HNSC LUAD LUSC SARC THCA THYM
ENSG00000107338.9	SHB	10	BLCA BRCA CESC HNSC PAAD PRAD TGCT THCA THYM UCEC
ENSG00000085063.13	CD59	10	BLCA BRCA COAD GBM HNSC LUAD LUSC OV SARC TGCT
ENSG00000198727.2	MT-CYB	10	KIRC KIRP LAML LGG PCPG PRAD SKCM STAD THCA UVM
ENSG00000149809.13	TM7SF2	10	DLBC KIRC LGG LIHC PAAD PRAD READ TGCT THCA THYM
ENSG00000214485.6	RPL7P1	10	BRCA CESC DLBC ESCA GBM HNSC LAML PRAD STAD UCEC
ENSG00000198804.2	MT-CO1	10	KICH KIRC KIRP LAML LGG PCPG SKCM STAD TGCT THCA
ENSG00000254505.7	CHMP4A	10	CESC DLBC HNSC PRAD SKCM STAD TGCT THCA THYM UCEC
ENSG00000169385.2	RNASE2	10	BLCA BRCA CESC GBM KIRC LAML LUAD LUSC SARC TGCT
ENSG00000180817.10	PPA1	10	BRCA COAD GBM HNSC KIRC LAML LUAD LUSC OV SARC
ENSG00000175806.13	MSRA	10	BRCA KIRP LGG LIHC PRAD READ TGCT THCA THYM UCEC
ENSG00000198818.8	SFT2D1	10	BRCA COAD GBM HNSC LGG LUAD LUSC OV SARC STAD
ENSG00000196502.10	SULT1A1	10	DLBC KIRC KIRP LGG LIHC PRAD READ SARC TGCT THYM
ENSG00000238085.1	AL590682.1	10	CESC COAD DLBC ESCA LAML OV READ STAD THYM UCEC
ENSG00000232134.1	RPS15AP12	10	CESC DLBC ESCA GBM LAML LUAD LUSC OV STAD THYM
ENSG00000140280.12	LYSMD2	10	BLCA BRCA CESC COAD GBM LAML LGG LUAD LUSC OV
ENSG00000182809.9	CRIP2	10	BLCA BRCA DLBC HNSC LGG LUAD PRAD READ TGCT THCA
ENSG00000177830.16	CHID1	10	COAD DLBC GBM KIRC LGG MESO PRAD SARC TGCT THCA
ENSG00000143320.7	CRABP2	10	BLCA HNSC KICH LUAD LUSC OV PAAD PRAD TGCT THCA
